model_name,status_code,error_message
accel_gp,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_hierarchical_intercept_noncentered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_variable_intercept_slope_noncentered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kidscore_momhs,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_partially_pooled_noncentered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
gpcm_latent_reg_irt,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
irt_2pl,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_variable_slope_centered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logearn_height,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
wells_dae_c_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
arK,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
iohmm_reg,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
state_space_stochastic_level_stochastic_seasonal,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Mth_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
dogs_log,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
seeds_stanified_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Mtbh_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
rats_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logmesquite,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
hierarchical_gp,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Rate_1_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kidscore_momhsiq,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
nes_logit_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
grsm_latent_reg_irt,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
multi_occupancy,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
nn_rbm1bJ10,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
wells_dist100_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Mh_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logmesquite_logvash,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_county_intercept,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
wells_dae_inter_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logearn_interaction_z,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logmesquite_logva,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
normal_mixture_k,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
pilots,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
prophet,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
dogs_hierarchical,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Mt_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kronecker_gp,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logearn_interaction,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_partially_pooled_centered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
hmm_drive_1,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
covid19imperial_v2,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
low_dim_gauss_mix,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
gp_regr,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Mb_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
low_dim_gauss_mix_collapse,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
hmm_example,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kidscore_interaction_c2,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logistic_regression_rhs,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
diamonds,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_variable_intercept_slope_centered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
wells_dist,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kidscore_interaction,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
2pl_latent_reg_irt,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
election88_full,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_pooled,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_county,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
sesame_one_pred_a,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Rate_5_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
surgical_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
nes,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
dogs,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Rate_2_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logearn_height_male,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
lsat_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
nn_rbm1bJ100,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
ldaK5,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
dogs_nonhierarchical,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_variable_intercept_noncentered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
sir,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
hmm_gaussian,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
wells_interaction_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
mesquite,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_variable_slope_noncentered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
garch11,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
radon_hierarchical_intercept_centered,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kidscore_mom_work,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
wells_dist100ars_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
normal_mixture,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
losscurve_sislob,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
soil_incubation,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
kidscore_momiq,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
logearn_logheight_male,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
GLM_Binomial_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Rate_3_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
seeds_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
Rate_4_model,0,cannot import name 'ops_index' from 'stannumpyro.dppllib' (/mnt/43d3396d-0fde-4593-b19b-56bfdcb2a927/coding/stan/stan-num-pyro/stan-numpyro/stannumpyro/dppllib.py)
